Generation,Avg. fitness,Best fitness,Peak fitness,Hp contacts,Overlaps,Mutation rate
62,7.816497142929016,31.0,31.0,31,0,2717
63,7.6674849641858,31.0,31.0,31,0,2722
64,7.665490532013901,31.0,31.0,31,0,2691
65,8.030256608100485,31.0,31.0,31,0,2676
66,7.794610829254677,31.0,31.0,31,0,2691
67,8.111449910380927,31.0,31.0,31,0,2713
68,8.075689211377263,31.0,31.0,31,0,2716
69,7.770970520942584,31.0,31.0,31,0,2747
70,7.788194035192467,31.0,31.0,31,0,2756
71,8.28890785622753,31.0,31.0,31,0,2740
72,8.102261308226591,30.0,31.0,30,0,2725
73,8.360113186504064,30.0,31.0,30,0,2737
74,8.094890310381098,31.0,31.0,31,0,2723
75,7.908003988603749,31.0,31.0,31,0,2719
76,8.042010564406098,30.0,31.0,30,0,2765
77,7.966734192856628,30.0,31.0,30,0,2750
78,7.8052171263306125,30.0,31.0,30,0,2749
79,8.173244427654065,30.0,31.0,30,0,2748
80,8.251787964573255,30.0,31.0,30,0,2763
81,7.9312290930980245,30.0,31.0,30,0,2755
82,7.900134857815787,30.0,31.0,30,0,2767
83,7.962612103409365,30.0,31.0,30,0,2763
84,8.342016461218362,30.0,31.0,30,0,2765
85,7.976720085825276,29.0,31.0,29,0,2743
86,8.235556126295151,31.0,31.0,31,0,2704
87,8.247287230688155,29.0,31.0,29,0,2709
88,8.190614093793007,29.0,31.0,29,0,2719
89,7.959344350000773,30.0,31.0,30,0,2708
90,8.057202018721968,30.0,31.0,30,0,2695
91,7.849476762608262,30.0,31.0,30,0,2691
92,7.7738982253042375,29.0,31.0,29,0,2683
93,7.788531372390466,29.0,31.0,29,0,2682
94,7.880542995012925,29.0,31.0,29,0,2665
95,8.137994378934602,30.0,31.0,30,0,2659
96,8.049181359181835,30.0,31.0,30,0,2653
97,8.216889720906462,32.0,32.0,32,0,2653
98,8.148918027103809,30.0,32.0,30,0,2681
99,8.26478173383125,30.0,32.0,30,0,2686
100,8.176354500260869,30.0,32.0,30,0,2654
101,8.179568126890157,30.0,32.0,30,0,2674
102,8.074117482044176,32.0,32.0,32,0,2700
103,8.030907180295745,30.0,32.0,30,0,2709
104,8.27419075760737,30.0,32.0,30,0,2691
105,8.41380172537069,30.0,32.0,30,0,2717
106,8.183697443143013,29.0,32.0,29,0,2740
107,7.858312308688433,29.0,32.0,29,0,2713
108,7.952058048547791,30.0,32.0,30,0,2709
109,8.104469740312679,30.0,32.0,30,0,2657
110,7.848102278195961,30.0,32.0,30,0,2625
111,7.961767297356803,29.0,32.0,29,0,2650
112,8.140659397628236,29.0,32.0,29,0,2652
113,8.137806316793661,29.0,32.0,29,0,2666
114,8.64637787177056,29.0,32.0,29,0,2655
115,8.210296944615331,29.0,32.0,29,0,2640
116,8.366812181427823,29.0,32.0,29,0,2648
117,8.35259559064542,28.0,32.0,28,0,2643
118,8.298569069554011,29.0,32.0,29,0,2656
119,8.218669113358445,31.0,32.0,31,0,2665
120,8.49095238788716,31.0,32.0,31,0,2660
121,8.349108537928316,31.0,32.0,31,0,2700
122,8.540394786850284,32.0,32.0,32,0,2766
123,8.042644591410888,31.0,32.0,31,0,2785
124,8.027830741915178,31.0,32.0,31,0,2811
125,8.180063870073804,31.0,32.0,31,0,2789
126,7.951224386491159,29.0,32.0,29,0,2812
127,7.998484071414662,29.0,32.0,29,0,2795
128,8.208017974259235,32.0,32.0,32,0,2771
129,8.192014348384557,32.0,32.0,32,0,2747
130,8.193336630686021,32.0,32.0,32,0,2762
131,8.163118845625347,32.0,32.0,32,0,2755
132,8.17515473632427,32.0,32.0,32,0,2726
133,8.096809316202407,29.0,32.0,29,0,2706
134,8.421087864789955,31.0,32.0,31,0,2685
135,8.894928765426123,30.0,32.0,30,0,2674
136,8.918239149935749,29.0,32.0,29,0,2666
137,8.693405729806605,30.0,32.0,30,0,2670
138,8.342854941832075,30.0,32.0,30,0,2661
139,8.019220445516254,32.0,32.0,32,0,2668
140,8.038058003452539,32.0,32.0,32,0,2654
141,8.369662086299765,29.0,32.0,29,0,2672
142,8.559191315132397,29.0,32.0,29,0,2660
143,8.367636861455642,29.0,32.0,29,0,2676
144,8.414887344700794,28.0,32.0,28,0,2666
145,8.399886251606583,29.0,32.0,29,0,2652
146,8.379757717720057,29.0,32.0,29,0,2643
147,8.34964179594639,29.0,32.0,29,0,2681
148,8.68075834958768,29.0,32.0,29,0,2703
149,8.250489761973704,29.0,32.0,29,0,2693
150,8.089489856086416,29.0,32.0,29,0,2744
151,8.085794944836403,31.0,32.0,31,0,2773
152,7.84354635484386,31.0,32.0,31,0,2773
153,7.649208447933941,31.0,32.0,31,0,2781
154,7.92273339549732,31.0,32.0,31,0,2787
155,7.793175368661151,31.0,32.0,31,0,2771
156,7.612450072587488,29.0,32.0,29,0,2774
157,7.850129244245927,29.0,32.0,29,0,2727
158,7.873513671761094,28.0,32.0,28,0,2720
159,7.903121468794547,29.0,32.0,29,0,2731
160,7.824328975894087,29.0,32.0,29,0,2714
161,8.120329596474072,29.0,32.0,29,0,2690
162,8.3303971971456,29.0,32.0,29,0,2670
163,8.07347091733025,29.0,32.0,29,0,2699
164,8.256511117156128,29.0,32.0,29,0,2726
165,7.508027808871884,28.0,32.0,28,0,2685
166,7.639868047867546,30.0,32.0,30,0,2695
167,8.140901464387305,29.0,32.0,29,0,2686
168,8.103504693573992,30.0,32.0,30,0,2685
169,8.355729092978091,29.0,32.0,29,0,2672
170,8.370427770080523,28.0,32.0,28,0,2680
171,7.942864978464921,30.0,32.0,30,0,2702
172,8.019344304166019,30.0,32.0,30,0,2708
173,8.242805537948293,30.0,32.0,30,0,2704
174,8.116805426267645,30.0,32.0,30,0,2714
175,8.263374375346098,30.0,32.0,30,0,2713
176,8.172663971806436,29.0,32.0,29,0,2750
177,7.917739255094936,29.0,32.0,29,0,2732
178,7.948683905057264,29.0,32.0,29,0,2714
179,8.098979377228948,29.0,32.0,29,0,2705
180,8.123255623355961,29.0,32.0,29,0,2716
181,8.123151651161852,29.0,32.0,29,0,2693
182,8.216601483049784,29.0,32.0,29,0,2696
183,8.267397311938533,29.0,32.0,29,0,2718
184,8.411976314244122,29.0,32.0,29,0,2708
185,8.448559366483305,28.0,32.0,28,0,2733
186,7.776464456938823,28.0,32.0,28,0,2759
187,8.130003801606728,28.0,32.0,28,0,2769
188,7.8625875804884044,28.0,32.0,28,0,2719
189,7.867379832571827,29.0,32.0,29,0,2708
190,7.746680204503512,29.0,32.0,29,0,2706
191,7.645300463135992,29.0,32.0,29,0,2716
192,7.698702682816903,29.0,32.0,29,0,2707
193,7.584299789846022,29.0,32.0,29,0,2707
194,7.914795254530733,29.0,32.0,29,0,2686
195,8.079462753475342,29.0,32.0,29,0,2694
196,7.690544435214894,29.0,32.0,29,0,2704
197,8.238308598558648,29.0,32.0,29,0,2722
198,8.238148359016453,29.0,32.0,29,0,2741
199,7.788148382137438,29.0,32.0,29,0,2804
200,7.795027640961238,29.0,32.0,29,0,2804
201,8.221025433825371,29.0,32.0,29,0,2779
202,8.234181073767529,29.0,32.0,29,0,2786
203,7.952671420134101,29.0,32.0,29,0,2815
204,7.540557089077419,28.0,32.0,28,0,2805
205,7.598568879217728,27.0,32.0,27,0,2783
206,7.659160557548475,29.0,32.0,29,0,2777
207,8.106138601788803,27.0,32.0,27,0,2742
208,7.938497081690038,27.0,32.0,27,0,2740
209,7.998818681033246,28.0,32.0,28,0,2731
210,7.695515839071954,27.0,32.0,27,0,2724
211,8.154296992868764,28.0,32.0,28,0,2700
212,8.395584297995095,28.0,32.0,28,0,2680
213,8.137271644980547,28.0,32.0,28,0,2684
214,8.537987481633529,30.0,32.0,30,0,2680
215,8.197375114090544,30.0,32.0,30,0,2676
216,8.390028856012744,30.0,32.0,30,0,2699
217,7.986803625120781,29.0,32.0,29,0,2688
218,8.14023017427266,28.0,32.0,28,0,2687
219,8.552869958398176,30.0,32.0,30,0,2677
220,8.376988112600284,30.0,32.0,30,0,2671
221,8.331303925854353,30.0,32.0,30,0,2669
222,8.199025767324958,29.0,32.0,29,0,2663
223,8.360484364027032,28.0,32.0,28,0,2638
224,8.112471747850327,28.0,32.0,28,0,2656
225,8.351297927387053,28.0,32.0,28,0,2692
226,8.177427370398807,27.0,32.0,27,0,2707
227,8.017585464401963,27.0,32.0,27,0,2713
228,8.383363634437583,29.0,32.0,29,0,2718
229,8.537348147975248,32.0,32.0,32,0,2715
230,8.226559589125122,32.0,32.0,32,0,2715
231,8.155381336415115,28.0,32.0,28,0,2707
232,8.221176235593571,28.0,32.0,28,0,2656
233,8.19181383245991,28.0,32.0,28,0,2643
234,8.306968757973832,29.0,32.0,29,0,2656
235,8.586553483910041,28.0,32.0,28,0,2653
236,8.360085535123424,28.0,32.0,28,0,2650
237,8.636983857136308,29.0,32.0,29,0,2634
238,8.742805508755971,29.0,32.0,29,0,2628
239,8.261878208091208,29.0,32.0,29,0,2656
240,8.606945028163105,29.0,32.0,29,0,2694
241,8.318609513344455,28.0,32.0,28,0,2686
242,8.441610223024654,28.0,32.0,28,0,2682
243,8.495172466458992,28.0,32.0,28,0,2648
244,8.316702971983343,28.0,32.0,28,0,2677
245,8.398579603293507,28.0,32.0,28,0,2654
246,8.16751247738559,28.0,32.0,28,0,2651
247,8.121290709713447,28.0,32.0,28,0,2643
248,8.120999176383023,28.0,32.0,28,0,2634
249,8.377536228874499,28.0,32.0,28,0,2597
250,8.364127840429289,28.0,32.0,28,0,2608
251,8.4388543211659,30.0,32.0,30,0,2619
252,8.42860803615237,29.0,32.0,29,0,2643
253,8.498851460255358,29.0,32.0,29,0,2647
254,8.36696808744468,29.0,32.0,29,0,2644
255,8.68867786668036,29.0,32.0,29,0,2664
256,8.836522177066929,29.0,32.0,29,0,2670
257,8.626802726992164,29.0,32.0,29,0,2689
258,8.131760142981843,29.0,32.0,29,0,2722
259,8.316017572967128,29.0,32.0,29,0,2726
260,8.099542284536936,29.0,32.0,29,0,2737
261,8.271493533965668,29.0,32.0,29,0,2741
262,8.574265343246232,29.0,32.0,29,0,2726
263,8.123967146066407,30.0,32.0,30,0,2746
264,8.205246308280731,30.0,32.0,30,0,2739
265,8.17332682606797,29.0,32.0,29,0,2746
266,8.103659551219733,30.0,32.0,30,0,2733
267,8.407338039320832,29.0,32.0,29,0,2756
268,8.37577801994101,30.0,32.0,30,0,2753
269,8.287525534279963,29.0,32.0,29,0,2763
270,8.182430477543093,29.0,32.0,29,0,2762
271,8.346748222410369,30.0,32.0,30,0,2761
272,7.860274947735161,30.0,32.0,30,0,2776
273,8.059823085848674,30.0,32.0,30,0,2772
274,8.123511402507805,29.0,32.0,29,0,2765
275,8.09533164317945,29.0,32.0,29,0,2790
276,8.09820496676577,29.0,32.0,29,0,2760
277,8.317190146331896,29.0,32.0,29,0,2747
278,8.214520642306603,30.0,32.0,30,0,2734
279,7.779719883529019,29.0,32.0,29,0,2720
280,7.668632992894024,29.0,32.0,29,0,2712
281,8.05042523740486,29.0,32.0,29,0,2702
282,8.202041438716975,29.0,32.0,29,0,2680
283,8.314651893078448,29.0,32.0,29,0,2663
284,8.321767929288985,29.0,32.0,29,0,2671
285,8.275490685976742,29.0,32.0,29,0,2660
286,8.02345217643795,29.0,32.0,29,0,2707
287,8.296429928115783,29.0,32.0,29,0,2726
288,8.089741655470874,29.0,32.0,29,0,2730
289,8.300688058935686,29.0,32.0,29,0,2717
290,8.550245390388202,29.0,32.0,29,0,2679
291,8.291097747589573,29.0,32.0,29,0,2671
292,7.838734417664296,29.0,32.0,29,0,2666
293,8.080579884112925,29.0,32.0,29,0,2661
294,7.975196124223369,29.0,32.0,29,0,2663
295,8.647946901132856,29.0,32.0,29,0,2661
296,8.098894996946171,29.0,32.0,29,0,2677
297,8.132318521990035,28.0,32.0,28,0,2686
298,8.115638546525581,28.0,32.0,28,0,2678
299,8.001869400890136,28.0,32.0,28,0,2650
300,8.129589669422176,29.0,32.0,29,0,2632
301,8.401576124391816,29.0,32.0,29,0,2619
302,8.301779673998453,29.0,32.0,29,0,2616
303,8.183870504989045,29.0,32.0,29,0,2655
304,7.996340390840239,29.0,32.0,29,0,2655
305,8.13515621034016,29.0,32.0,29,0,2667
306,8.081964309626056,29.0,32.0,29,0,2676
307,8.080397211162857,30.0,32.0,30,0,2673
308,8.01320511183199,29.0,32.0,29,0,2669
309,8.139963554580854,29.0,32.0,29,0,2678
310,8.023872860669767,29.0,32.0,29,0,2663
311,8.374500473839735,29.0,32.0,29,0,2713
312,7.889448403526191,29.0,32.0,29,0,2738
313,7.89074813481987,29.0,32.0,29,0,2743
314,8.267075329772421,30.0,32.0,30,0,2737
315,8.297777193324727,30.0,32.0,30,0,2760
316,7.803676722956185,30.0,32.0,30,0,2770
317,7.656909295735845,30.0,32.0,30,0,2745
318,7.859336392599386,30.0,32.0,30,0,2755
319,8.330270151575975,30.0,32.0,30,0,2754
320,7.880710922755444,29.0,32.0,29,0,2764
321,7.822305112958565,29.0,32.0,29,0,2788
322,7.472417607767387,30.0,32.0,30,0,2801
323,8.14146784562,30.0,32.0,30,0,2756
324,8.330375070788982,30.0,32.0,30,0,2726
325,8.137240152773929,29.0,32.0,29,0,2741
326,7.956961897966104,29.0,32.0,29,0,2737
327,8.165281366315334,29.0,32.0,29,0,2719
328,8.098790167406879,29.0,32.0,29,0,2720
329,8.62239828339962,29.0,32.0,29,0,2718
330,8.510719708182672,28.0,32.0,28,0,2726
331,8.52470663788338,29.0,32.0,29,0,2757
332,7.941218910050826,29.0,32.0,29,0,2784
333,8.041705868509933,29.0,32.0,29,0,2794
334,7.958518464157705,29.0,32.0,29,0,2790
335,7.987401081238498,30.0,32.0,30,0,2782
336,7.913938152497158,30.0,32.0,30,0,2811
337,7.90875654602892,29.0,32.0,29,0,2772
338,7.684386666210235,30.0,32.0,30,0,2786
339,8.342425419996777,29.0,32.0,29,0,2772
340,7.871083638696957,30.0,32.0,30,0,2761
341,8.24405155991474,29.0,32.0,29,0,2789
342,8.16811565325078,28.0,32.0,28,0,2774
343,8.115526422220274,29.0,32.0,29,0,2755
344,8.107612254329458,29.0,32.0,29,0,2744
345,8.216214975445318,31.0,32.0,31,0,2757
346,8.066693932347901,29.0,32.0,29,0,2790
347,8.023893642712263,29.0,32.0,29,0,2775
348,8.06053823934149,29.0,32.0,29,0,2771
349,7.996469081842478,29.0,32.0,29,0,2785
350,7.864659712504304,30.0,32.0,30,0,2784
351,7.955092485401197,29.0,32.0,29,0,2783
352,8.300616286817723,29.0,32.0,29,0,2783
353,7.7179489051543895,30.0,32.0,30,0,2785
354,7.794007699943378,30.0,32.0,30,0,2788
355,7.649658387693782,30.0,32.0,30,0,2780
356,7.9173055151781915,30.0,32.0,30,0,2751
357,7.9226736715944766,30.0,32.0,30,0,2788
358,7.575124230680797,29.0,32.0,29,0,2820
359,7.526716675710647,29.0,32.0,29,0,2854
360,7.935177399911708,29.0,32.0,29,0,2790
361,8.130572752572832,29.0,32.0,29,0,2736
362,8.239392026941337,29.0,32.0,29,0,2778
363,8.15278196007199,29.0,32.0,29,0,2779
364,8.298897873136942,29.0,32.0,29,0,2768
365,8.206852058633473,29.0,32.0,29,0,2799
366,8.043138954629736,29.0,32.0,29,0,2828
367,8.093319285940572,30.0,32.0,30,0,2848
368,7.9135961213678625,29.0,32.0,29,0,2852
369,7.89061069362616,29.0,32.0,29,0,2823
370,7.854071737703011,29.0,32.0,29,0,2784
371,8.424093995329091,28.0,32.0,28,0,2764
372,7.671361764932789,28.0,32.0,28,0,2758
373,8.07304471634442,29.0,32.0,29,0,2766
374,8.283362650379889,28.0,32.0,28,0,2735
375,8.278214608628213,29.0,32.0,29,0,2734
376,8.185564271297988,30.0,32.0,30,0,2718
377,7.828516124970488,29.0,32.0,29,0,2733
378,8.518310884438282,30.0,32.0,30,0,2743
379,8.385447318712469,30.0,32.0,30,0,2712
380,8.293633305980784,30.0,32.0,30,0,2735
381,8.426537137016048,30.0,32.0,30,0,2725
382,8.327317786124853,30.0,32.0,30,0,2690
383,8.584050642417314,30.0,32.0,30,0,2656
384,8.28032508836682,29.0,32.0,29,0,2679
385,8.199620796470795,29.0,32.0,29,0,2653
386,8.26544975467067,28.0,32.0,28,0,2631
387,8.629500055946433,28.0,32.0,28,0,2616
388,8.668293616993973,30.0,32.0,30,0,2625
389,8.381777999150218,30.0,32.0,30,0,2628
390,8.398489656507618,30.0,32.0,30,0,2645
391,8.319928493737958,30.0,32.0,30,0,2643
392,8.453833527893389,29.0,32.0,29,0,2644
393,8.236714963445495,29.0,32.0,29,0,2643
394,8.041840322406962,29.0,32.0,29,0,2675
395,8.427696841587878,30.0,32.0,30,0,2705
396,7.956817520100497,31.0,32.0,31,0,2718
397,7.829105732835845,30.0,32.0,30,0,2749
398,7.925223064541468,29.0,32.0,29,0,2740
399,7.800797893194135,29.0,32.0,29,0,2741
400,8.247432478777965,31.0,32.0,31,0,2770
401,7.912745599431221,29.0,32.0,29,0,2757
402,8.223546269295365,29.0,32.0,29,0,2752
403,8.14269537291709,31.0,32.0,31,0,2753
404,8.195370612272214,29.0,32.0,29,0,2757
405,8.010881211781333,29.0,32.0,29,0,2771
406,8.083787528754748,30.0,32.0,30,0,2758
407,8.001204512699632,30.0,32.0,30,0,2715
408,8.115186928989791,30.0,32.0,30,0,2742
409,8.271351934506116,30.0,32.0,30,0,2698
410,8.281489313333529,30.0,32.0,30,0,2727
411,8.160405799537159,30.0,32.0,30,0,2746
412,8.036329412825603,30.0,32.0,30,0,2723
413,7.958025308486033,30.0,32.0,30,0,2722
414,8.182175052851777,30.0,32.0,30,0,2678
415,8.11104749802993,30.0,32.0,30,0,2662
416,8.275387244832404,30.0,32.0,30,0,2673
417,8.384400955003542,30.0,32.0,30,0,2664
418,8.422528104067437,30.0,32.0,30,0,2667
419,8.349143010896515,30.0,32.0,30,0,2696
420,8.102534999605556,30.0,32.0,30,0,2755
421,7.496594434573116,30.0,32.0,30,0,2784
422,7.856770688227695,30.0,32.0,30,0,2747
423,7.872939821309969,30.0,32.0,30,0,2771
424,8.138272864403765,30.0,32.0,30,0,2766
425,8.151613334587381,30.0,32.0,30,0,2780
426,7.859383425631538,30.0,32.0,30,0,2790
427,8.194497427154133,30.0,32.0,30,0,2811
428,7.726188250073741,31.0,32.0,31,0,2837
429,7.646493964452921,30.0,32.0,30,0,2855
430,7.5177443208223895,30.0,32.0,30,0,2814
431,7.903721764458845,30.0,32.0,30,0,2801
432,8.013311472677886,30.0,32.0,30,0,2805
433,7.600502760710783,30.0,32.0,30,0,2822
434,7.970204952037027,30.0,32.0,30,0,2806
435,7.775240918640293,30.0,32.0,30,0,2787
436,7.618792619597728,30.0,32.0,30,0,2789
437,7.661083640858212,30.0,32.0,30,0,2780
438,7.7732989931075664,30.0,32.0,30,0,2776
439,7.8545616662955196,30.0,32.0,30,0,2766
440,7.6911698598601825,30.0,32.0,30,0,2785
441,7.985365577400663,30.0,32.0,30,0,2801
442,7.807875132475326,31.0,32.0,31,0,2801
443,7.86982225605924,30.0,32.0,30,0,2788
444,7.9567226000015365,29.0,32.0,29,0,2805
445,7.868643718269794,30.0,32.0,30,0,2820
446,7.693227992091603,30.0,32.0,30,0,2804
447,7.822482056758236,29.0,32.0,29,0,2787
448,7.771410121746854,30.0,32.0,30,0,2769
449,7.809159100044334,30.0,32.0,30,0,2750
450,8.045080819206,31.0,32.0,31,0,2733
451,8.297830344392803,31.0,32.0,31,0,2739
452,8.033562629084678,31.0,32.0,31,0,2754
453,7.961082034879123,30.0,32.0,30,0,2761
454,8.052567829480907,30.0,32.0,30,0,2750
455,7.734080681835235,29.0,32.0,29,0,2764
456,7.976537740982772,30.0,32.0,30,0,2739
457,8.316396223756955,29.0,32.0,29,0,2741
458,8.50758348685376,30.0,32.0,30,0,2716
459,8.030955454969115,30.0,32.0,30,0,2716
460,8.154962945369029,30.0,32.0,30,0,2763
461,8.146642008198576,30.0,32.0,30,0,2746
462,8.04540823944783,30.0,32.0,30,0,2753
463,8.487975352034308,30.0,32.0,30,0,2740
464,8.626920625024878,30.0,32.0,30,0,2770
465,8.06361427874179,30.0,32.0,30,0,2815
466,7.823721753505019,30.0,32.0,30,0,2830
467,7.505004920935993,30.0,32.0,30,0,2786
468,7.819169920394712,30.0,32.0,30,0,2778
469,7.994717884061375,30.0,32.0,30,0,2745
470,8.221012180327557,30.0,32.0,30,0,2749
471,8.120823344430402,30.0,32.0,30,0,2758
472,8.412266579546328,31.0,32.0,31,0,2759
473,8.02145571121389,30.0,32.0,30,0,2749
474,8.203104164573698,30.0,32.0,30,0,2746
475,7.846751057137376,29.0,32.0,29,0,2736
476,7.6779954824172725,29.0,32.0,29,0,2764
477,7.507907461099106,30.0,32.0,30,0,2749
478,7.460307219674091,29.0,32.0,29,0,2748
479,7.95098679616927,31.0,32.0,31,0,2759
480,7.930046159139532,31.0,32.0,31,0,2758
481,7.970185342152046,31.0,32.0,31,0,2735
482,8.179909996181703,31.0,32.0,31,0,2732
483,8.364164005635986,31.0,32.0,31,0,2733
484,8.395241969289334,31.0,32.0,31,0,2743
485,8.18929324882478,31.0,32.0,31,0,2781
486,8.0050352430717,30.0,32.0,30,0,2772
487,8.534531679491769,30.0,32.0,30,0,2753
488,8.18526044636429,30.0,32.0,30,0,2744
489,8.391819869876255,29.0,32.0,29,0,2753
490,8.422815924716067,29.0,32.0,29,0,2741
491,8.180080159938584,30.0,32.0,30,0,2738
492,8.294812443017937,30.0,32.0,30,0,2727
493,8.105309811819312,30.0,32.0,30,0,2718
494,7.626601108686964,30.0,32.0,30,0,2760
495,7.842679475402437,30.0,32.0,30,0,2779
496,7.845911210427656,29.0,32.0,29,0,2759
497,7.9042935748257745,30.0,32.0,30,0,2740
498,8.196916900020096,30.0,32.0,30,0,2738
499,8.292555841283802,30.0,32.0,30,0,2732
500,7.924545387530822,30.0,32.0,30,0,2738
501,7.898745603285509,30.0,32.0,30,0,2723
502,7.951176492530023,30.0,32.0,30,0,2709
503,7.75425891544197,30.0,32.0,30,0,2721
504,7.884434765651343,30.0,32.0,30,0,2718
505,7.944922147873816,30.0,32.0,30,0,2706
506,8.048988966662906,30.0,32.0,30,0,2692
507,7.962691788075166,30.0,32.0,30,0,2728
508,7.9431665612616404,30.0,32.0,30,0,2745
509,7.904599521259932,30.0,32.0,30,0,2761
510,7.775473232347294,30.0,32.0,30,0,2757
511,7.842948341259856,29.0,32.0,29,0,2739
512,7.864205624769464,29.0,32.0,29,0,2738
513,7.695499296691116,28.0,32.0,28,0,2747
514,7.760348858736719,30.0,32.0,30,0,2753
515,7.8096530589008655,28.0,32.0,28,0,2751
516,8.183146454065474,30.0,32.0,30,0,2745
517,8.230199898858888,28.0,32.0,28,0,2761
518,7.975908275036603,28.0,32.0,28,0,2753
519,8.254932894680561,28.0,32.0,28,0,2750
520,8.026456636850755,29.0,32.0,29,0,2786
521,7.819964504909889,29.0,32.0,29,0,2796
522,8.006565919022142,29.0,32.0,29,0,2813
523,8.14309595859677,29.0,32.0,29,0,2770
524,7.965507580058188,30.0,32.0,30,0,2725
525,8.02704873635526,30.0,32.0,30,0,2694
526,8.379977576218579,30.0,32.0,30,0,2695
527,8.151035585986296,30.0,32.0,30,0,2682
528,8.381021343745479,31.0,32.0,31,0,2659
529,8.61807146400841,31.0,32.0,31,0,2662
530,8.324757219013355,31.0,32.0,31,0,2690
531,8.240129818440973,31.0,32.0,31,0,2701
532,8.118129236693653,31.0,32.0,31,0,2738
533,8.054727003268745,31.0,32.0,31,0,2818
534,7.9925305812456235,30.0,32.0,30,0,2839
535,7.976526186183128,30.0,32.0,30,0,2844
536,7.942818698011738,30.0,32.0,30,0,2833
537,7.819994046070452,30.0,32.0,30,0,2856
538,8.06228776530086,30.0,32.0,30,0,2854
539,7.874808396285849,30.0,32.0,30,0,2849
540,7.836322138425345,30.0,32.0,30,0,2862
541,7.675049203052983,30.0,32.0,30,0,2861
542,7.776026918407976,30.0,32.0,30,0,2815
543,7.691643990636484,30.0,32.0,30,0,2764
544,7.3489958824081025,30.0,32.0,30,0,2741
545,7.757744244447933,30.0,32.0,30,0,2745
546,7.843826061282571,28.0,32.0,28,0,2729
547,8.008734290966899,30.0,32.0,30,0,2733
548,7.7672679793710815,27.0,32.0,27,0,2741
549,7.941964575615193,27.0,32.0,27,0,2707
550,7.710000754422711,27.0,32.0,27,0,2670
551,7.991596596264953,29.0,32.0,29,0,2637
552,8.2632759464336,30.0,32.0,30,0,2609
553,8.383697926466427,31.0,32.0,31,0,2613
554,8.224143009662914,31.0,32.0,31,0,2632
555,8.267449716801536,31.0,32.0,31,0,2649
556,8.31028877020971,30.0,32.0,30,0,2655
557,8.40056625201594,29.0,32.0,29,0,2681
558,8.43826673648301,31.0,32.0,31,0,2679
559,8.350289198855112,31.0,32.0,31,0,2665
560,7.9306048045373645,31.0,32.0,31,0,2677
561,8.583111131956217,31.0,32.0,31,0,2650
562,8.655708138589347,31.0,32.0,31,0,2639
563,8.564672570891531,31.0,32.0,31,0,2675
564,8.272087674313575,29.0,32.0,29,0,2665
565,8.158047109086704,28.0,32.0,28,0,2653
566,8.198889108787013,28.0,32.0,28,0,2692
567,8.532232019960224,30.0,32.0,30,0,2697
568,8.452418613315148,30.0,32.0,30,0,2725
569,8.267383871923483,30.0,32.0,30,0,2739
570,8.054953858576676,30.0,32.0,30,0,2751
571,8.457160753958368,30.0,32.0,30,0,2754
572,8.287993179912862,30.0,32.0,30,0,2789
573,7.9702725473954565,31.0,32.0,31,0,2800
574,7.94251739290822,30.0,32.0,30,0,2800
575,7.720537723527989,28.0,32.0,28,0,2771
576,7.864762469962119,30.0,32.0,30,0,2734
577,8.224978410671278,30.0,32.0,30,0,2741
578,7.791274403845138,29.0,32.0,29,0,2692
579,7.870056840125801,29.0,32.0,29,0,2731
580,7.994708686370479,29.0,32.0,29,0,2686
581,8.024935153754774,29.0,32.0,29,0,2659
582,7.990470859185919,29.0,32.0,29,0,2644
583,7.908161121908686,29.0,32.0,29,0,2611
584,8.046532060769536,29.0,32.0,29,0,2644
585,7.845832541849505,28.0,32.0,28,0,2666
586,7.843956232227503,29.0,32.0,29,0,2656
587,8.170833492862947,29.0,32.0,29,0,2636
588,8.062471453223054,29.0,32.0,29,0,2611
589,8.266180084819977,29.0,32.0,29,0,2585
590,8.149143415841257,28.0,32.0,28,0,2590
591,8.287812760745519,30.0,32.0,30,0,2601
592,8.600004805053157,30.0,32.0,30,0,2611
593,8.117223214236022,30.0,32.0,30,0,2607
594,8.556331244265182,30.0,32.0,30,0,2603
595,8.550565233228916,30.0,32.0,30,0,2612
596,8.704400023969379,30.0,32.0,30,0,2642
597,8.82971403861905,30.0,32.0,30,0,2684
598,8.457561474657643,30.0,32.0,30,0,2717
599,8.968631793923166,30.0,32.0,30,0,2717
600,8.45177433046629,30.0,32.0,30,0,2749
601,8.434512683142808,30.0,32.0,30,0,2803
602,7.858399436405137,30.0,32.0,30,0,2784
603,8.207220619136448,30.0,32.0,30,0,2774
604,8.404381029582764,30.0,32.0,30,0,2750
605,7.9744442194158225,30.0,32.0,30,0,2725
606,7.778696736714787,31.0,32.0,31,0,2750
607,7.952152746888735,31.0,32.0,31,0,2731
608,8.403944441296042,31.0,32.0,31,0,2742
609,8.183644119579581,31.0,32.0,31,0,2780
610,8.069885018541374,30.0,32.0,30,0,2817
611,8.089196972513376,31.0,32.0,31,0,2790
612,8.167418887230912,31.0,32.0,31,0,2757
613,8.540317338639491,31.0,32.0,31,0,2742
614,8.062263072822725,31.0,32.0,31,0,2762
615,8.271951991343986,31.0,32.0,31,0,2766
616,8.053781668661273,31.0,32.0,31,0,2745
617,8.316574212373233,31.0,32.0,31,0,2755
618,8.187517819583151,32.0,32.0,32,0,2748
